index,drugbank_id
3802,DB04198
3803,DB04199
3804,DB04200
3805,DB04201
3806,DB04202
3807,DB04203
3808,DB04204
3809,DB04205
3810,DB04206
3811,DB04207
3812,DB04208
3813,DB04209
3814,DB04211
3815,DB04212
3816,DB04213
3817,DB04214
3818,DB04215
3819,DB04216
3820,DB04217
3821,DB04218
3822,DB04219
3823,DB04220
3824,DB04221
3825,DB04222
3826,DB04223
3827,DB04224
3828,DB04225
3829,DB04226
3830,DB04227
3831,DB04228
3832,DB04229
3833,DB04230
3834,DB04231
3835,DB04232
3836,DB04233
3837,DB04234
3838,DB04235
3839,DB04236
3840,DB04237
3841,DB04238
3842,DB04239
3843,DB04240
3844,DB04241
3845,DB04242
3846,DB04243
3847,DB04244
3848,DB04246
3849,DB04248
3850,DB04249
3851,DB04250
3852,DB04252
3853,DB04253
3854,DB04254
3855,DB04255
3856,DB04256
3857,DB04257
3858,DB04258
3859,DB04259
3860,DB04260
3861,DB04261
3862,DB04262
3863,DB04263
3864,DB04264
3865,DB04265
3866,DB04266
3867,DB04267
3868,DB04268
3869,DB04269
3870,DB04270
3871,DB04271
3872,DB04272
3873,DB04273
3874,DB04274
3875,DB04275
3876,DB04276
3877,DB04277
3878,DB04278
3879,DB04279
3880,DB04280
3881,DB04281
3882,DB04282
3883,DB04283
3884,DB04284
3885,DB04285
3886,DB04286
3887,DB04287
3888,DB04288
3889,DB04289
3890,DB04291
3891,DB04292
3892,DB04293
3893,DB04294
3894,DB04295
3895,DB04296
3896,DB04297
3897,DB04298
3898,DB04299
3899,DB04300
3900,DB04301
3901,DB04302
3902,DB04303
3903,DB04304
3904,DB04306
3905,DB04307
3906,DB04308
3907,DB04310
3908,DB04311
3909,DB04312
3910,DB04313
3911,DB04314
3912,DB04315
3913,DB04316
3914,DB04317
3915,DB04318
3916,DB04320
3917,DB04321
3918,DB04322
3919,DB04323
3920,DB04324
3921,DB04325
3922,DB04326
3923,DB04327
3924,DB04328
3925,DB04329
3926,DB04330
3927,DB04331
3928,DB04332
3929,DB04333
3930,DB04334
3931,DB04335
3932,DB04336
3933,DB04337
3934,DB04338
3935,DB04339
3936,DB04340
3937,DB04341
3938,DB04342
3939,DB04343
3940,DB04345
3941,DB04346
3942,DB04347
3943,DB04348
3944,DB04349
3945,DB04350
3946,DB04351
3947,DB04352
3948,DB04353
3949,DB04356
3950,DB04357
3951,DB04359
3952,DB04360
3953,DB04361
3954,DB04362
3955,DB04363
3956,DB04364
3957,DB04365
3958,DB04366
3959,DB04367
3960,DB04368
3961,DB04369
3962,DB04370
3963,DB04371
3964,DB04372
3965,DB04373
3966,DB04374
3967,DB04376
3968,DB04377
3969,DB04378
3970,DB04379
3971,DB04380
3972,DB04381
3973,DB04382
3974,DB04383
3975,DB04384
3976,DB04385
3977,DB04386
3978,DB04387
3979,DB04388
3980,DB04389
3981,DB04391
3982,DB04392
3983,DB04393
3984,DB04394
3985,DB04395
3986,DB04396
3987,DB04397
3988,DB04398
3989,DB04400
3990,DB04401
3991,DB04404
3992,DB04405
3993,DB04406
3994,DB04407
3995,DB04408
3996,DB04409
3997,DB04410
3998,DB04411
3999,DB04414
4000,DB04415
4001,DB04416
4002,DB04417
4003,DB04418
4004,DB04419
4005,DB04421
4006,DB04422
4007,DB04423
4008,DB04424
4009,DB04425
4010,DB04426
4011,DB04427
4012,DB04429
4013,DB04430
4014,DB04431
4015,DB04432
4016,DB04433
4017,DB04434
4018,DB04436
4019,DB04437
4020,DB04438
4021,DB04439
4022,DB04440
4023,DB04441
4024,DB04442
4025,DB04444
4026,DB04445
4027,DB04446
4028,DB04447
4029,DB04448
4030,DB04449
4031,DB04450
4032,DB04451
4033,DB04452
4034,DB04453
4035,DB04454
4036,DB04455
4037,DB04456
4038,DB04457
4039,DB04458
4040,DB04459
4041,DB04460
4042,DB04461
4043,DB04462
4044,DB04463
4045,DB04464
4046,DB04465
4047,DB04466
4048,DB04467
4049,DB04468
4050,DB04469
4051,DB04470
4052,DB04471
4053,DB04472
4054,DB04473
4055,DB04474
4056,DB04476
4057,DB04477
4058,DB04478
4059,DB04479
4060,DB04480
4061,DB04481
4062,DB04482
4063,DB04483
4064,DB04484
4065,DB04485
4066,DB04486
4067,DB04487
4068,DB04488
4069,DB04489
4070,DB04490
4071,DB04491
4072,DB04492
4073,DB04493
4074,DB04494
4075,DB04495
4076,DB04496
4077,DB04497
4078,DB04498
4079,DB04499
4080,DB04500
4081,DB04501
4082,DB04502
4083,DB04503
4084,DB04504
4085,DB04505
4086,DB04506
4087,DB04508
4088,DB04509
4089,DB04510
4090,DB04511
4091,DB04512
4092,DB04513
4093,DB04514
4094,DB04515
4095,DB04516
4096,DB04517
4097,DB04518
4098,DB04519
4099,DB04520
4100,DB04521
4101,DB04522
4102,DB04523
4103,DB04524
4104,DB04525
4105,DB04526
4106,DB04527
4107,DB04528
4108,DB04529
4109,DB04530
4110,DB04531
4111,DB04532
4112,DB04533
4113,DB04534
4114,DB04537
4115,DB04538
4116,DB04539
4117,DB04540
4118,DB04541
4119,DB04542
4120,DB04543
4121,DB04544
4122,DB04545
4123,DB04546
4124,DB04547
4125,DB04548
4126,DB04549
4127,DB04551
4128,DB04552
4129,DB04553
4130,DB04554
4131,DB04555
4132,DB04556
4133,DB04557
4134,DB04559
4135,DB04560
4136,DB04561
4137,DB04562
4138,DB04563
4139,DB04564
4140,DB04565
4141,DB04566
4142,DB04567
4143,DB04568
4144,DB04569
4145,DB04570
4146,DB04571
4147,DB04572
4148,DB04573
4149,DB04574
4150,DB04575
4151,DB04576
4152,DB04577
4153,DB04578
4154,DB04579
4155,DB04580
4156,DB04581
4157,DB04582
4158,DB04583
4159,DB04584
4160,DB04585
4161,DB04586
4162,DB04587
4163,DB04588
4164,DB04590
4165,DB04591
4166,DB04592
4167,DB04593
4168,DB04594
4169,DB04595
4170,DB04596
4171,DB04597
4172,DB04598
4173,DB04599
4174,DB04600
4175,DB04601
4176,DB04602
4177,DB04603
4178,DB04604
4179,DB04605
4180,DB04606
4181,DB04607
4182,DB04608
4183,DB04609
4184,DB04610
4185,DB04612
4186,DB04613
4187,DB04614
4188,DB04615
4189,DB04616
4190,DB04617
4191,DB04618
4192,DB04619
4193,DB04620
4194,DB04622
4195,DB04623
4196,DB04624
4197,DB04626
4198,DB04627
4199,DB04628
4200,DB04629
4201,DB04630
4202,DB04631
4203,DB04632
4204,DB04633
4205,DB04634
4206,DB04636
4207,DB04637
4208,DB04638
4209,DB04639
4210,DB04640
4211,DB04641
4212,DB04642
4213,DB04643
4214,DB04644
4215,DB04645
4216,DB04646
4217,DB04647
4218,DB04648
4219,DB04649
4220,DB04650
4221,DB04651
4222,DB04652
4223,DB04653
4224,DB04654
4225,DB04655
4226,DB04656
4227,DB04657
4228,DB04658
4229,DB04659
4230,DB04660
4231,DB04661
4232,DB04662
4233,DB04663
4234,DB04664
4235,DB04665
4236,DB04666
4237,DB04667
4238,DB04668
4239,DB04669
4240,DB04671
4241,DB04672
4242,DB04673
4243,DB04674
4244,DB04676
4245,DB04677
4246,DB04678
4247,DB04679
4248,DB04680
4249,DB04681
4250,DB04682
4251,DB04683
4252,DB04684
4253,DB04685
4254,DB04686
4255,DB04687
4256,DB04688
4257,DB04689
4258,DB04690
4259,DB04691
4260,DB04692
4261,DB04693
4262,DB04694
4263,DB04695
4264,DB04696
4265,DB04697
4266,DB04698
4267,DB04699
4268,DB04700
4269,DB04701
4270,DB04702
4271,DB04703
4272,DB04704
4273,DB04705
4274,DB04706
4275,DB04707
4276,DB04708
4277,DB04709
4278,DB04710
4279,DB04711
4280,DB04712
4281,DB04713
4282,DB04714
4283,DB04715
4284,DB04716
4285,DB04717
4286,DB04718
4287,DB04719
4288,DB04720
4289,DB04721
4290,DB04722
4291,DB04723
4292,DB04724
4293,DB04725
4294,DB04726
4295,DB04727
4296,DB04728
4297,DB04729
4298,DB04731
4299,DB04732
4300,DB04733
4301,DB04734
4302,DB04735
4303,DB04736
4304,DB04737
4305,DB04738
4306,DB04739
4307,DB04740
4308,DB04741
4309,DB04742
4310,DB04743
4311,DB04744
4312,DB04745
4313,DB04746
4314,DB04747
4315,DB04748
4316,DB04749
4317,DB04750
4318,DB04751
4319,DB04752
4320,DB04753
4321,DB04754
4322,DB04755
4323,DB04756
4324,DB04757
4325,DB04758
4326,DB04759
4327,DB04760
4328,DB04761
4329,DB04762
4330,DB04763
4331,DB04764
4332,DB04765
4333,DB04767
4334,DB04768
4335,DB04769
4336,DB04770
4337,DB04771
4338,DB04772
4339,DB04773
4340,DB04774
4341,DB04775
4342,DB04776
4343,DB04777
4344,DB04778
4345,DB04779
4346,DB04780
4347,DB04781
4348,DB04782
4349,DB04783
4350,DB04784
4351,DB04785
4352,DB04786
4353,DB04787
4354,DB04788
4355,DB04789
4356,DB04790
4357,DB04791
4358,DB04792
4359,DB04793
4360,DB04794
4361,DB04795
4362,DB04796
4363,DB04797
4364,DB04798
4365,DB04799
4366,DB04800
4367,DB04801
4368,DB04802
4369,DB04803
4370,DB04804
4371,DB04805
4372,DB04806
4373,DB04807
4374,DB04808
4375,DB04809
4376,DB04810
4377,DB04811
4378,DB04812
4379,DB04813
4380,DB04814
4381,DB04815
4382,DB04816
4383,DB04817
4384,DB04818
4385,DB04819
4386,DB04820
4387,DB04821
4388,DB04822
4389,DB04823
4390,DB04824
4391,DB04825
4392,DB04826
4393,DB04827
4394,DB04828
4395,DB04829
4396,DB04830
4397,DB04831
4398,DB04832
4399,DB04833
4400,DB04834
4401,DB04835
4402,DB04836
4403,DB04837
4404,DB04838
4405,DB04839
4406,DB04840
4407,DB04841
4408,DB04842
4409,DB04843
4410,DB04844
4411,DB04845
4412,DB04846
4413,DB04847
4414,DB04849
4415,DB04850
4416,DB04851
4417,DB04852
4418,DB04853
4419,DB04854
4420,DB04855
4421,DB04856
4422,DB04857
4423,DB04858
4424,DB04859
4425,DB04860
4426,DB04861
4427,DB04862
4428,DB04863
4429,DB04864
4430,DB04865
4431,DB04866
4432,DB04867
4433,DB04868
4434,DB04869
4435,DB04870
4436,DB04871
4437,DB04872
4438,DB04873
4439,DB04874
4440,DB04875
4441,DB04876
4442,DB04877
4443,DB04878
4444,DB04879
4445,DB04880
4446,DB04881
4447,DB04882
4448,DB04883
4449,DB04884
4450,DB04885
4451,DB04886
4452,DB04887
4453,DB04888
4454,DB04889
4455,DB04890
4456,DB04891
4457,DB04892
4458,DB04896
4459,DB04898
4460,DB04903
4461,DB04905
4462,DB04908
4463,DB04909
4464,DB04910
4465,DB04911
4466,DB04912
4467,DB04915
4468,DB04917
4469,DB04918
4470,DB04920
4471,DB04924
4472,DB04926
4473,DB04930
4474,DB04931
4475,DB04933
4476,DB04934
4477,DB04936
4478,DB04938
4479,DB04942
4480,DB04944
4481,DB04946
4482,DB04947
4483,DB04948
4484,DB04951
4485,DB04953
4486,DB04954
4487,DB04957
4488,DB04960
4489,DB04961
4490,DB04967
4491,DB04970
4492,DB04971
4493,DB04972
4494,DB04974
4495,DB04975
4496,DB04977
4497,DB04980
4498,DB04982
4499,DB04983
4500,DB04996
4501,DB05003
4502,DB05009
4503,DB05010
4504,DB05013
4505,DB05015
4506,DB05016
4507,DB05018
4508,DB05020
4509,DB05022
4510,DB05025
4511,DB05029
4512,DB05034
4513,DB05035
4514,DB05038
4515,DB05039
4516,DB05045
4517,DB05047
4518,DB05048
4519,DB05053
4520,DB05057
4521,DB05063
4522,DB05075
4523,DB05076
4524,DB05087
4525,DB05088
4526,DB05095
4527,DB05100
4528,DB05102
4529,DB05103
4530,DB05104
4531,DB05105
4532,DB05107
4533,DB05109
4534,DB05116
4535,DB05119
4536,DB05123
4537,DB05128
4538,DB05129
4539,DB05134
4540,DB05137
4541,DB05143
4542,DB05152
4543,DB05154
4544,DB05155
4545,DB05168
4546,DB05169
4547,DB05171
4548,DB05185
4549,DB05186
4550,DB05187
4551,DB05188
4552,DB05197
4553,DB05212
4554,DB05219
4555,DB05220
4556,DB05223
4557,DB05229
4558,DB05232
4559,DB05234
4560,DB05239
4561,DB05245
4562,DB05246
4563,DB05252
4564,DB05253
4565,DB05255
4566,DB05260
4567,DB05262
4568,DB05263
4569,DB05265
4570,DB05266
4571,DB05271
4572,DB05273
4573,DB05284
4574,DB05288
4575,DB05289
4576,DB05294
4577,DB05295
4578,DB05296
4579,DB05297
4580,DB05298
4581,DB05316
4582,DB05327
4583,DB05339
4584,DB05340
4585,DB05343
4586,DB05351
4587,DB05377
4588,DB05380
4589,DB05381
4590,DB05382
4591,DB05383
4592,DB05389
4593,DB05395
4594,DB05398
4595,DB05399
4596,DB05403
4597,DB05407
4598,DB05408
4599,DB05409
4600,DB05410
4601,DB05412
4602,DB05414
4603,DB05416
4604,DB05419
4605,DB05420
4606,DB05421
4607,DB05422
4608,DB05423
4609,DB05424
4610,DB05428
4611,DB05431
4612,DB05434
4613,DB05442
4614,DB05444
4615,DB05446
4616,DB05448
4617,DB05450
4618,DB05454
4619,DB05456
4620,DB05458
4621,DB05460
4622,DB05461
4623,DB05462
4624,DB05465
4625,DB05467
4626,DB05470
4627,DB05475
4628,DB05476
4629,DB05478
4630,DB05479
4631,DB05482
4632,DB05483
4633,DB05490
4634,DB05491
4635,DB05492
4636,DB05494
4637,DB05495
4638,DB05498
4639,DB05501
4640,DB05511
4641,DB05513
4642,DB05514
4643,DB05518
4644,DB05519
4645,DB05520
4646,DB05521
4647,DB05524
4648,DB05531
4649,DB05532
4650,DB05540
4651,DB05541
4652,DB05542
4653,DB05546
4654,DB05549
4655,DB05552
4656,DB05553
4657,DB05562
4658,DB05565
4659,DB05575
4660,DB05576
4661,DB05585
4662,DB05586
4663,DB05590
4664,DB05592
4665,DB05596
4666,DB05607
4667,DB05608
4668,DB05611
4669,DB05616
4670,DB05624
4671,DB05625
4672,DB05626
4673,DB05630
4674,DB05631
4675,DB05633
4676,DB05636
4677,DB05642
4678,DB05644
4679,DB05645
4680,DB05650
4681,DB05653
4682,DB05659
4683,DB05660
4684,DB05667
4685,DB05668
4686,DB05676
4687,DB05678
4688,DB05680
4689,DB05683
4690,DB05686
4691,DB05695
4692,DB05706
4693,DB05708
4694,DB05710
4695,DB05713
4696,DB05714
4697,DB05719
4698,DB05721
4699,DB05722
4700,DB05724
4701,DB05732
4702,DB05735
4703,DB05737
4704,DB05738
4705,DB05766
4706,DB05767
4707,DB05772
4708,DB05779
4709,DB05785
4710,DB05786
4711,DB05790
4712,DB05791
4713,DB05792
4714,DB05796
4715,DB05800
4716,DB05804
4717,DB05805
4718,DB05806
4719,DB05808
4720,DB05812
4721,DB05814
4722,DB05817
4723,DB05824
4724,DB05830
4725,DB05832
4726,DB05835
4727,DB05837
4728,DB05838
4729,DB05855
4730,DB05861
4731,DB05864
4732,DB05868
4733,DB05869
4734,DB05871
4735,DB05874
4736,DB05875
4737,DB05884
4738,DB05885
4739,DB05903
4740,DB05905
4741,DB05913
4742,DB05928
4743,DB05932
4744,DB05936
4745,DB05938
4746,DB05939
4747,DB05943
4748,DB05944
4749,DB05946
4750,DB05956
4751,DB05959
4752,DB05961
4753,DB05964
4754,DB05966
4755,DB05968
4756,DB05969
4757,DB05970
4758,DB05973
4759,DB05974
4760,DB05983
4761,DB05984
4762,DB05990
4763,DB05992
4764,DB05993
4765,DB05998
4766,DB06011
4767,DB06013
4768,DB06016
4769,DB06021
4770,DB06027
4771,DB06029
4772,DB06040
4773,DB06044
4774,DB06045
4775,DB06061
4776,DB06070
4777,DB06075
4778,DB06077
4779,DB06080
4780,DB06082
4781,DB06083
4782,DB06087
4783,DB06090
4784,DB06091
4785,DB06106
4786,DB06112
4787,DB06117
4788,DB06119
4789,DB06121
4790,DB06124
4791,DB06127
4792,DB06133
4793,DB06134
4794,DB06137
4795,DB06140
4796,DB06143
4797,DB06144
4798,DB06145
4799,DB06147
4800,DB06148
4801,DB06149
4802,DB06150
4803,DB06151
4804,DB06152
4805,DB06153
4806,DB06154
4807,DB06155
4808,DB06156
4809,DB06157
4810,DB06159
4811,DB06160
4812,DB06163
4813,DB06166
4814,DB06169
4815,DB06174
4816,DB06176
4817,DB06177
4818,DB06178
4819,DB06179
4820,DB06182
4821,DB06185
4822,DB06187
4823,DB06188
4824,DB06190
4825,DB06191
4826,DB06193
4827,DB06194
4828,DB06195
4829,DB06197
4830,DB06198
4831,DB06199
4832,DB06200
4833,DB06201
4834,DB06202
4835,DB06203
4836,DB06204
4837,DB06206
4838,DB06207
4839,DB06209
4840,DB06210
4841,DB06211
4842,DB06212
4843,DB06213
4844,DB06215
4845,DB06216
4846,DB06217
4847,DB06218
4848,DB06228
4849,DB06229
4850,DB06230
4851,DB06231
4852,DB06233
4853,DB06234
4854,DB06235
4855,DB06236
4856,DB06237
4857,DB06240
4858,DB06243
4859,DB06246
4860,DB06247
4861,DB06248
4862,DB06249
4863,DB06250
4864,DB06251
4865,DB06252
4866,DB06253
4867,DB06255
4868,DB06257
4869,DB06258
4870,DB06260
4871,DB06261
4872,DB06262
4873,DB06263
4874,DB06264
4875,DB06266
4876,DB06267
4877,DB06268
4878,DB06272
4879,DB06274
4880,DB06276
4881,DB06280
4882,DB06281
4883,DB06282
4884,DB06287
4885,DB06288
4886,DB06290
4887,DB06292
4888,DB06293
4889,DB06295
4890,DB06297
4891,DB06299
4892,DB06302
4893,DB06306
4894,DB06307
4895,DB06309
4896,DB06311
4897,DB06313
4898,DB06314
4899,DB06315
4900,DB06316
4901,DB06321
4902,DB06328
4903,DB06329
4904,DB06331
4905,DB06333
4906,DB06334
4907,DB06335
4908,DB06345
4909,DB06346
4910,DB06347
4911,DB06349
4912,DB06350
4913,DB06354
4914,DB06358
4915,DB06362
4916,DB06364
4917,DB06365
4918,DB06367
4919,DB06368
4920,DB06370
4921,DB06374
4922,DB06388
4923,DB06391
4924,DB06393
4925,DB06395
4926,DB06397
4927,DB06401
4928,DB06402
4929,DB06403
4930,DB06405
4931,DB06406
4932,DB06408
4933,DB06409
4934,DB06410
4935,DB06412
4936,DB06413
4937,DB06414
4938,DB06419
4939,DB06420
4940,DB06421
4941,DB06422
4942,DB06429
4943,DB06431
4944,DB06433
4945,DB06435
4946,DB06436
4947,DB06440
4948,DB06441
4949,DB06442
4950,DB06444
4951,DB06445
4952,DB06446
4953,DB06447
4954,DB06448
4955,DB06454
4956,DB06455
4957,DB06457
4958,DB06458
4959,DB06460
4960,DB06461
4961,DB06465
4962,DB06468
4963,DB06469
4964,DB06470
4965,DB06471
4966,DB06472
4967,DB06477
4968,DB06478
4969,DB06479
4970,DB06480
4971,DB06481
4972,DB06484
4973,DB06485
4974,DB06486
4975,DB06490
4976,DB06494
4977,DB06497
4978,DB06499
4979,DB06504
4980,DB06505
4981,DB06506
4982,DB06508
4983,DB06510
4984,DB06512
4985,DB06515
4986,DB06517
4987,DB06518
4988,DB06519
4989,DB06521
4990,DB06523
4991,DB06525
4992,DB06527
4993,DB06529
4994,DB06530
4995,DB06532
4996,DB06533
4997,DB06535
4998,DB06536
4999,DB06538
5000,DB06543
5001,DB06548
5002,DB06549
5003,DB06553
5004,DB06554
5005,DB06555
5006,DB06558
5007,DB06564
5008,DB06569
5009,DB06573
5010,DB06575
5011,DB06578
5012,DB06579
5013,DB06580
5014,DB06581
5015,DB06582
5016,DB06585
5017,DB06586
5018,DB06587
5019,DB06588
5020,DB06589
5021,DB06590
5022,DB06594
5023,DB06595
5024,DB06597
5025,DB06598
5026,DB06600
5027,DB06603
5028,DB06604
5029,DB06605
5030,DB06608
5031,DB06609
5032,DB06610
5033,DB06614
5034,DB06616
5035,DB06618
5036,DB06619
5037,DB06620
5038,DB06622
5039,DB06623
5040,DB06624
5041,DB06625
5042,DB06626
5043,DB06629
5044,DB06630
5045,DB06633
5046,DB06634
5047,DB06635
5048,DB06636
5049,DB06637
5050,DB06638
5051,DB06640
5052,DB06641
5053,DB06645
5054,DB06649
5055,DB06651
5056,DB06652
5057,DB06654
5058,DB06656
5059,DB06657
5060,DB06659
5061,DB06660
5062,DB06663
5063,DB06666
5064,DB06669
5065,DB06670
5066,DB06673
5067,DB06677
5068,DB06678
5069,DB06680
5070,DB06682
5071,DB06683
5072,DB06684
5073,DB06685
5074,DB06689
5075,DB06690
5076,DB06691
5077,DB06693
5078,DB06694
5079,DB06695
5080,DB06696
5081,DB06697
5082,DB06698
5083,DB06699
5084,DB06700
5085,DB06701
5086,DB06702
5087,DB06703
5088,DB06704
5089,DB06705
5090,DB06706
5091,DB06707
5092,DB06708
5093,DB06709
5094,DB06710
5095,DB06711
5096,DB06712
5097,DB06713
5098,DB06714
5099,DB06715
5100,DB06716
5101,DB06717
5102,DB06718
5103,DB06721
5104,DB06723
5105,DB06724
5106,DB06725
5107,DB06726
5108,DB06727
5109,DB06728
5110,DB06729
5111,DB06730
5112,DB06731
5113,DB06732
5114,DB06733
5115,DB06734
5116,DB06735
5117,DB06736
5118,DB06737
5119,DB06738
5120,DB06739
5121,DB06740
5122,DB06741
5123,DB06742
5124,DB06743
5125,DB06744
5126,DB06745
5127,DB06746
5128,DB06747
5129,DB06748
5130,DB06749
5131,DB06750
5132,DB06751
5133,DB06753
5134,DB06755
5135,DB06756
5136,DB06757
5137,DB06762
5138,DB06763
5139,DB06764
5140,DB06766
5141,DB06767
5142,DB06768
5143,DB06769
5144,DB06770
5145,DB06771
5146,DB06772
5147,DB06774
5148,DB06775
5149,DB06777
5150,DB06778
5151,DB06780
5152,DB06781
5153,DB06782
5154,DB06783
5155,DB06784
5156,DB06785
5157,DB06786
5158,DB06787
5159,DB06788
5160,DB06789
5161,DB06791
5162,DB06792
5163,DB06793
5164,DB06794
5165,DB06795
5166,DB06796
5167,DB06797
5168,DB06799
5169,DB06800
5170,DB06801
5171,DB06802
5172,DB06803
5173,DB06804
5174,DB06807
5175,DB06808
5176,DB06809
5177,DB06810
5178,DB06811
5179,DB06813
5180,DB06814
5181,DB06815
5182,DB06816
5183,DB06817
5184,DB06819
5185,DB06820
5186,DB06821
5187,DB06823
5188,DB06824
5189,DB06825
5190,DB06826
5191,DB06827
5192,DB06828
5193,DB06829
5194,DB06830
5195,DB06831
5196,DB06832
5197,DB06833
5198,DB06834
5199,DB06835
5200,DB06836
5201,DB06837
5202,DB06838
5203,DB06839
5204,DB06840
5205,DB06841
5206,DB06842
5207,DB06843
5208,DB06844
5209,DB06845
5210,DB06847
5211,DB06848
5212,DB06849
5213,DB06850
5214,DB06851
5215,DB06852
5216,DB06853
5217,DB06855
5218,DB06856
5219,DB06857
5220,DB06858
5221,DB06859
5222,DB06860
5223,DB06861
5224,DB06862
5225,DB06864
5226,DB06865
5227,DB06866
5228,DB06867
5229,DB06868
5230,DB06869
5231,DB06870
5232,DB06871
5233,DB06872
5234,DB06873
5235,DB06874
5236,DB06875
5237,DB06876
5238,DB06877
5239,DB06878
5240,DB06879
5241,DB06880
5242,DB06881
5243,DB06882
5244,DB06883
5245,DB06884
5246,DB06885
5247,DB06886
5248,DB06887
5249,DB06888
5250,DB06889
5251,DB06890
5252,DB06891
5253,DB06892
5254,DB06893
5255,DB06894
5256,DB06896
5257,DB06897
5258,DB06898
5259,DB06899
5260,DB06900
5261,DB06901
5262,DB06902
5263,DB06903
5264,DB06904
5265,DB06905
5266,DB06906
5267,DB06907
5268,DB06908
5269,DB06909
5270,DB06910
5271,DB06911
5272,DB06912
5273,DB06913
5274,DB06914
5275,DB06915
5276,DB06916
5277,DB06917
5278,DB06918
5279,DB06919
5280,DB06920
5281,DB06921
5282,DB06922
5283,DB06923
5284,DB06924
5285,DB06925
5286,DB06926
5287,DB06927
5288,DB06928
5289,DB06929
5290,DB06930
5291,DB06931
5292,DB06932
5293,DB06933
5294,DB06934
5295,DB06935
5296,DB06936
5297,DB06937
5298,DB06938
5299,DB06939
5300,DB06940
5301,DB06941
5302,DB06942
5303,DB06943
5304,DB06944
5305,DB06945
5306,DB06946
5307,DB06947
5308,DB06948
5309,DB06949
5310,DB06950
5311,DB06951
5312,DB06952
5313,DB06953
5314,DB06954
5315,DB06955
5316,DB06956
5317,DB06957
5318,DB06958
5319,DB06959
5320,DB06960
5321,DB06961
5322,DB06962
5323,DB06963
5324,DB06964
5325,DB06965
5326,DB06966
5327,DB06967
5328,DB06968
5329,DB06969
5330,DB06970
5331,DB06971
5332,DB06972
5333,DB06973
5334,DB06974
5335,DB06976
5336,DB06977
5337,DB06978
5338,DB06979
5339,DB06980
5340,DB06981
5341,DB06982
5342,DB06983
5343,DB06984
5344,DB06985
5345,DB06986
5346,DB06987
5347,DB06988
5348,DB06989
5349,DB06990
5350,DB06991
5351,DB06992
5352,DB06993
5353,DB06994
5354,DB06995
5355,DB06996
5356,DB06997
5357,DB06998
5358,DB06999
5359,DB07000
5360,DB07001
5361,DB07002
5362,DB07003
5363,DB07004
5364,DB07005
5365,DB07006
5366,DB07007
5367,DB07008
5368,DB07009
5369,DB07010
5370,DB07011
5371,DB07012
5372,DB07013
5373,DB07014
5374,DB07015
5375,DB07016
5376,DB07017
5377,DB07018
5378,DB07019
5379,DB07020
5380,DB07021
5381,DB07022
5382,DB07023
5383,DB07024
5384,DB07025
5385,DB07026
5386,DB07027
5387,DB07028
5388,DB07029
5389,DB07030
5390,DB07031
5391,DB07032
5392,DB07033
5393,DB07034
5394,DB07035
5395,DB07036
5396,DB07037
5397,DB07038
5398,DB07039
5399,DB07040
5400,DB07041
5401,DB07042
5402,DB07043
5403,DB07044
5404,DB07045
5405,DB07046
5406,DB07047
5407,DB07048
5408,DB07049
5409,DB07050
5410,DB07051
5411,DB07052
5412,DB07053
5413,DB07054
5414,DB07055
5415,DB07056
5416,DB07057
5417,DB07058
5418,DB07059
5419,DB07060
5420,DB07061
5421,DB07062
5422,DB07063
5423,DB07064
5424,DB07065
5425,DB07066
5426,DB07067
5427,DB07068
5428,DB07069
5429,DB07070
5430,DB07071
5431,DB07072
5432,DB07073
5433,DB07074
5434,DB07075
5435,DB07076
5436,DB07077
5437,DB07078
5438,DB07079
5439,DB07080
5440,DB07081
5441,DB07082
5442,DB07083
5443,DB07084
5444,DB07085
5445,DB07086
5446,DB07087
5447,DB07088
5448,DB07089
5449,DB07090
5450,DB07091
5451,DB07092
5452,DB07093
5453,DB07094
5454,DB07095
5455,DB07096
5456,DB07097
5457,DB07098
5458,DB07099
5459,DB07100
5460,DB07101
5461,DB07102
5462,DB07103
5463,DB07104
5464,DB07105
5465,DB07106
5466,DB07107
5467,DB07108
5468,DB07109
5469,DB07110
5470,DB07111
5471,DB07112
5472,DB07113
5473,DB07114
5474,DB07115
5475,DB07116
5476,DB07117
5477,DB07118
5478,DB07119
5479,DB07120
5480,DB07121
5481,DB07122
5482,DB07123
5483,DB07124
5484,DB07125
5485,DB07126
5486,DB07127
5487,DB07128
5488,DB07129
5489,DB07130
5490,DB07131
5491,DB07132
5492,DB07133
5493,DB07134
5494,DB07135
5495,DB07136
5496,DB07137
5497,DB07138
5498,DB07139
5499,DB07140
5500,DB07141
5501,DB07142
5502,DB07143
5503,DB07144
5504,DB07145
5505,DB07146
5506,DB07147
5507,DB07148
5508,DB07149
5509,DB07150
5510,DB07151
5511,DB07152
5512,DB07153
5513,DB07154
5514,DB07155
5515,DB07156
5516,DB07157
5517,DB07158
5518,DB07159
5519,DB07160
5520,DB07161
5521,DB07162
5522,DB07163
5523,DB07164
5524,DB07165
5525,DB07167
5526,DB07168
5527,DB07169
5528,DB07170
5529,DB07171
5530,DB07172
5531,DB07173
5532,DB07174
5533,DB07175
5534,DB07176
5535,DB07177
5536,DB07178
5537,DB07179
5538,DB07180
5539,DB07181
5540,DB07182
5541,DB07183
5542,DB07184
5543,DB07185
5544,DB07186
5545,DB07187
5546,DB07188
5547,DB07189
5548,DB07190
5549,DB07192
